Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Rating_InternetMovieDatabase,Rating_Metacritic,Error,Rating_RottenTomatoes,Season,Episode,seriesID,totalSeasons
The Oath,1996,N/A,01 Nov 1996,10 min,Short,Tjebbo Penning,Tjebbo Penning,"Frank Ogilvie, Serge-Henri Valcke, Johan Ooms",A prisoner is found unconscious in his cell after an attempted suicide. The prison doctor is called to resuscitate the man and so must face an ethical dilemma.,English,Netherlands,7 wins & 3 nominations,N/A,N/A,7.3,51,tt0126557,movie,N/A,N/A,N/A,N/A,True,7.3/10,,,,,,,
Origin,2024,N/A,28 Sep 2024,5 min,"Short, Horror",Joby Stephens,"Joe Bird, Joby Stephens","Emma Hutchings, Immy Taylor",N/A,N/A,United Kingdom,1 win,https://m.media-amazon.com/images/M/MV5BYWIyZTU3ZDUtYWI4ZS00YWIxLWJhNzktYzFlMTlhNjQ3Y2JkXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt32454759,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Origin,2023,PG-13,19 Jan 2024,141 min,"Drama, History",Ava DuVernay,"Ava DuVernay, Isabel Wilkerson","Aunjanue Ellis-Taylor, Jon Bernthal, Niecy Nash",The unspoken system that has shaped America and chronicles how lives today are defined by a hierarchy of human divisions.,English,United States,8 wins & 32 nominations total,https://m.media-amazon.com/images/M/MV5BMmE5YTBlMDAtZDFjZi00NjQ5LWJkNWUtMzJhMmYzYWQyZDA4XkEyXkFqcGc@._V1_SX300.jpg,75,7.2,"7,667",tt13321244,movie,N/A,"$4,689,830",N/A,N/A,True,7.2/10,75/100,,82%,,,,
Origin,2018,N/A,26 Jan 2019,13 min,"Short, Sci-Fi",David Parrella,"Katherine Guerra, David Parrella","Jonathan Flanders, Mitchell Horn, Hannah Rose Barfoot",An astronaut from an interstellar colony returns to Earth to discover why they lost contact.,English,United States,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BNWNmMDJmNzUtMDQzYi00OWY3LWEzYmEtOTZjZDM4YjQ2MTlhXkEyXkFqcGdeQXVyNDIzMjU5NzQ@._V1_SX300.jpg,N/A,N/A,27,tt9125848,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Silent Night,2012,N/A,22 Nov 2012,95 min,"Biography, Drama, Music",Christian Vuissa,Christian Vuissa,"Carsten Clemens, Markus von Lingen, Janina Elkin",The inspiring story behind the Christmas carol 'Silent Night'.,English,"United States, Austria",1 win,https://m.media-amazon.com/images/M/MV5BMjA2Mzc3ODM1Ml5BMl5BanBnXkFtZTgwMDU0NTM0MDE@._V1_SX300.jpg,N/A,7.1,241,tt2562132,movie,N/A,N/A,N/A,N/A,True,7.1/10,,,,,,,
Silent Night,2012,R,04 Dec 2012,94 min,"Comedy, Horror, Mystery",Steven C. Miller,Jayson Rothwell,"Malcolm McDowell, Jaime King, Donal Logue",The police force of a remote Midwestern town search for a killer Santa Claus who is picking off citizens on Christmas Eve.,English,"United States, Canada",N/A,https://m.media-amazon.com/images/M/MV5BNDk5YTA3YWEtYWU3NC00ZjJhLWJmNTQtM2E4Y2EwOGRmODU5XkEyXkFqcGc@._V1_SX300.jpg,53,5.2,"9,956",tt2347497,movie,N/A,"$14,567",N/A,N/A,True,5.2/10,53/100,,62%,,,,
Silent Night,2002,TV-PG,14 Dec 2002,100 min,"Biography, Drama, War",Rodney Gibbons,Roger Aylward,"Linda Hamilton, Matthew Harbour, Romano Orzari","In a cabin on a World War II front, a German mom with a young son mediates a truce between three German and three American soldiers so they can all celebrate Christmas Eve 1944 together.",English,Canada,4 nominations total,https://m.media-amazon.com/images/M/MV5BOGI1YTQzOTMtYTNmZS00MmQyLTkzYjYtZjk4Njk0OGU1MTgyXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.5,"2,046",tt0338434,movie,N/A,N/A,N/A,N/A,True,7.5/10,,,,,,,
The Shift,2015,N/A,25 Oct 2015,9 min,"Short, Sci-Fi, Thriller",Francesco Calabrese,Francesco Calabrese,"Molly C. Quinn, Ryan Patrick Welsh, Whitney Hoy",1964. An ordinary day in the suburbs turns out to be anything but when Joe comes home to find out that his wife Betty hasn't been cooking dinner. And there's a very good reason for that.,English,"Italy, United States",N/A,https://m.media-amazon.com/images/M/MV5BNTY4NjA3ZDUtMmEwMi00YzI5LTg4Y2QtMzJhMmViNzk1MmYwXkEyXkFqcGdeQXVyMTEwMzkzMTA1._V1_SX300.jpg,N/A,6.3,73,tt4213718,movie,N/A,N/A,N/A,N/A,True,6.3/10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
Eileen,2023,R,08 Dec 2023,97 min,"Drama, Mystery, Romance",William Oldroyd,"Luke Goebel, Ottessa Moshfegh","Thomasin McKenzie, Shea Whigham, Sam Nivola","A young woman working at a boys' corrections facility becomes mesmerized by the new female psychologist, but their budding relationship soon takes a sinister turn.",English,"United Kingdom, Australia, United States",1 win & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNGNjMzc3ZWMtODc0MS00MWU3LTkxMDMtMjQ4MjhkZmRmNzMwXkEyXkFqcGc@._V1_SX300.jpg,72,5.9,"18,758",tt5198890,movie,N/A,"$1,435,007",N/A,N/A,True,5.9/10,72/100,,81%,,,,
The Shift,2009,Not Rated,05 Jan 2009,120 min,Drama,Michael A. Goorjian,Kristen Lazarian,"Wayne Dyer, Portia de Rossi, Edward Kerr, Michael DeLuise","In this compelling film, Dr. Wayne W. Dyer explores the spiritual journey from ambition to meaning.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNGI3ZmVjNDAtYWUxYi00MDY2LWI1NWQtYTA1OTU0OGFkMTZlXkEyXkFqcGdeQXVyNDIxNDU2Mg@@._V1_SX300.jpg,N/A,8.3,957,tt1333015,movie,N/A,N/A,N/A,N/A,True,8.3/10,,,,,,,
Silent Night,1996,N/A,15 Nov 1996,N/A,"Animation, Short, Family",Keith Scoble,"John Broadhead, Joyce McAleer, Chris Randall",N/A,"One Silent Night, a snowman is magically brought to life by an ice fairy. Wandering the town scared and alone, the snowman meets the friendly Rachel who helps him find his singing voice whereupon the town learns to love him.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BNmE0MmNiZjktMDA2MS00MjdlLTg0ODktMDhkNzI1N2U3YTZlXkEyXkFqcGdeQXVyNjk1MTYwMzM@._V1_SX300.jpg,N/A,6.5,14,tt5345666,movie,N/A,N/A,N/A,N/A,True,6.5/10,,,,,,,
Silent Night,2021,Not Rated,03 Dec 2021,92 min,"Comedy, Drama, Horror",Camille Griffin,Camille Griffin,"Keira Knightley, Matthew Goode, Roman Griffin Davis","Nell, Simon, and their 3 sons are ready to welcome friends and family for what promises to be a perfect Christmas gathering. Perfect except for one thing: everyone is going to die.",English,United Kingdom,4 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BNDAzYzQzYjUtNTE4Ni00NGNkLThhMTctM2QzZTc3NzNiMDBhXkEyXkFqcGc@._V1_SX300.jpg,52,5.8,"23,037",tt11628854,movie,N/A,N/A,N/A,N/A,True,5.8/10,52/100,,67%,,,,
The Shift,2013,Not Rated,24 Feb 2015,75 min,Drama,Lee Cipolla,Leo Oliva,"Leo Oliva, Casey Fitzgerald, Danny Glover","THE SHIFT is the story of one 12 hour night shift in the ER where a veteran nurse, who struggles with the haunting guilt of his brother's drowning, is forced to train a new nurse. The veteran nurse, Kayle (Leonel Oliva), and the n...",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BODI0ZjVkNjktZjdjNi00N2M5LWFmOGQtYzdkNjQ5MzRiNWY1XkEyXkFqcGc@._V1_SX300.jpg,N/A,5.8,307,tt2375671,movie,N/A,N/A,N/A,N/A,True,5.8/10,,,,,,,
The Shift,2020,N/A,03 Sep 2020,9 min,"Short, Drama",Laura Carreira,Laura Carreira,Anna Russell-Martin,"Agency worker Anna takes her dog for a morning walk before doing her shopping. Searching through the discounted items, she wanders through the supermarket trying to find the most affordable necessities. As her groceries edge towar...",English,United Kingdom,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BOWM4OTlhZTEtY2NmMi00ZTRmLWI5ZGUtZWQxMjcyMjk4NzE2XkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,36,tt12264674,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
The Shift,2021,N/A,10 Jul 2021,7 min,"Short, Sci-Fi",Johan Samuelsson,Johan Samuelsson,N/A,"Many years ago tech giants lost control of AI robotic technology. By kidnapping and monitoring newborns, the Ai robots are now trying to master the one thing they have yet to understand - Creativity. The Shift is about creativity,...",English,Sweden,N/A,https://m.media-amazon.com/images/M/MV5BM2Q4OTY3YzMtYjZlOS00NjlkLWEzYTctOTY2NDFkY2Y1MmIzXkEyXkFqcGdeQXVyMTEyOTY3ODA0._V1_SX300.jpg,N/A,N/A,35,tt14960258,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
The Shift,2023,PG-13,01 Dec 2023,115 min,"Action, Romance, Sci-Fi",Brock Heasley,Brock Heasley,"Kristoffer Polaha, Neal McDonough, Elizabeth Tabish","After meeting a mysterious stranger, a man must escape a dystopian world to return to his wife.",English,United States,2 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BNDlkZDQxZjAtMmQwZi00M2Y0LWIzMWItM2FjMmQxY2M3YmRjXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.5,"6,045",tt19406606,movie,N/A,"$12,118,219",N/A,N/A,True,5.5/10,,,30%,,,,
Silent Night,2020,N/A,26 Jun 2021,93 min,"Crime, Thriller",Will Thorne,Will Thorne,"Bradley Taylor, Cary Crankson, Frank Harper","Mark, a low end South London hitman recently released from prison, tries to go straight for his daughter, but gets drawn back in by Alan, his former cellmate, to do one final job.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BYTg2ZjQwODktZDM3Yi00ZGRlLWFkZDUtNWQwZTU4YjE2ZDYyXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.1,478,tt9752248,movie,N/A,N/A,N/A,N/A,True,5.1/10,,,43%,,,,
Silent Night,2023,R,01 Dec 2023,104 min,"Action, Crime, Drama",John Woo,Robert Archer Lynn,"Joel Kinnaman, Kid Cudi, Harold Torres",A grieving father enacts his long-awaited revenge against a ruthless gang on Christmas Eve.,English,"United States, Mexico",3 nominations total,https://m.media-amazon.com/images/M/MV5BNzhjM2Q5ZmItNzkyMC00YjU5LWI3N2QtM2E5OGJhMGMxOGEzXkEyXkFqcGc@._V1_SX300.jpg,53,5.3,"26,322",tt15799866,movie,N/A,"$8,012,103",N/A,N/A,True,5.3/10,53/100,,60%,,,,
Silent Night,2019,N/A,26 Dec 2019,40 min,"Short, Thriller",Jack O'Donoghue,"Jack O'Donoghue, Isaac Stewart","Kaily Emma Smith, Samuel Ramsey, Oli Stening","Home alone on Christmas Eve, Annie receives an unwelcome visit from her ex-boyfriend.",English,Australia,N/A,https://m.media-amazon.com/images/M/MV5BMmUwYmE4OGMtMjdjMC00YjQ2LTg2ZTktNmNhM2M4NTFlYjQwXkEyXkFqcGdeQXVyNjY4MjU3NTg@._V1_SX300.jpg,N/A,N/A,N/A,tt11167860,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
The Shift,2017,N/A,06 Nov 2017,21 min,"Short, Drama, Sci-Fi",Brock Heasley,Brock Heasley,"Travis Cluff, Erin Heasley, Ceejay Leonzo","A frustrated, ordinary man receives sympathy--and a job offer--from the Devil himself.",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BYzcwMGEyZTYtMGNmMS00MmQzLThlYzYtYWIyZGRiN2JiZmI2XkEyXkFqcGdeQXVyNjE0OTUyMTQ@._V1_SX300.jpg,N/A,N/A,79,tt6621246,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Silent Night,2024,N/A,13 Jun 2024,11 min,"Short, Comedy, Drama",Michal Cygan,Anna Haig,"Natalia Ali Ahmad, Hermon Berhane, Joshua Dise","Grace, who is deaf, gets her first job as a graphic designer at travel agency. Since her new friends don't know sign language, Grace feels isolated. However, at the office Christmas party, she will receive a gift beyond her wildes...","English, British Sign ",United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BM2Q0ZDBhOTctOGQxYy00MGFiLTgyNWUtZDU1Y2MzNWRiYTg0XkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt32636450,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
They Shot the Piano Player,2023,PG-13,06 Oct 2023,104 min,"Animation, Drama, History","Javier Mariscal, Fernando Trueba",Fernando Trueba,"Jeff Goldblum, Tony Ramos, Abel Ayala",A New York music journalist goes on a quest to uncover the truth behind the mysterious disappearance of a young Brazilian piano virtuoso in Argentina.,"Spanish, Portuguese, English","Spain, France, Netherlands, Portugal, Peru, United Kingdom, United States, Brazil",1 win & 11 nominations total,https://m.media-amazon.com/images/M/MV5BN2IwY2JiMGQtZjZhMS00MDkxLThlNjYtMWE0ODRhM2ZhMDE3XkEyXkFqcGc@._V1_SX300.jpg,74,6.6,902,tt11242654,movie,N/A,"$59,587",N/A,N/A,True,6.6/10,74/100,,79%,,,,
Monster,2012,N/A,10 Sep 2012,4 min,"Short, Horror",Kuang Lee,"Ed Dougherty, Kuang Lee","Christina Masterson, Evan O'Brien, Andrew Varenhorst",A late night tryst between a guy and a girl leads to an unexpected encounter.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTQzNDY4NTQ4Ml5BMl5BanBnXkFtZTcwODE2OTM0OA@@._V1_SX300.jpg,N/A,8.0,19,tt2190054,movie,N/A,N/A,N/A,N/A,True,8.0/10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
Napoleon,2023,R,22 Nov 2023,158 min,"Action, Adventure, Biography",Ridley Scott,David Scarpa,"Joaquin Phoenix, Vanessa Kirby, Tahar Rahim","An epic that details the chequered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive, volatile relationship with his wife, Josephine.","English, French, Russian, German, Italian","United Kingdom, United States",Nominated for 3 Oscars. 6 wins & 47 nominations total,https://m.media-amazon.com/images/M/MV5BZGQ1NGUxNDUtNjg3Yi00ZTZjLWIwOTUtNDBjYWY5ZjVmZGI4XkEyXkFqcGc@._V1_SX300.jpg,64,6.3,"178,922",tt13287846,movie,N/A,"$61,524,375",N/A,N/A,True,6.3/10,64/100,,58%,,,,
Napoleon,1995,G,10 Oct 1997,81 min,"Adventure, Family",Mario Andreacchio,"Michael Bourchier, Mario Andreacchio, Mark Saltzman","Jamie Croft, Philip Quast, Susan Lyons","The adventures of Golden Retriever pup Napoleon and his friend, the parrot Birdo Lucci.",English,"Australia, Japan, United States",N/A,https://m.media-amazon.com/images/M/MV5BNjc0MTcyOTYyOV5BMl5BanBnXkFtZTcwMzMwOTc2NA@@._V1_SX300.jpg,N/A,6.0,"2,092",tt0113932,movie,N/A,N/A,N/A,N/A,True,6.0/10,,,,,,,
Napoleon,2000–,N/A,08 Nov 2000,240 min,"Documentary, Biography, History",N/A,N/A,David McCullough,Documentary about the rise and fall of one of the greatest military geniuses of modern times from his Corsican childhood to final exile in St. Helena.,English,United States,3 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTY2Njg3MDQ2OV5BMl5BanBnXkFtZTYwMzcyOTY5._V1_SX300.jpg,N/A,8.0,410,tt0266164,series,,,,,True,8.0/10,,,,,,,1
Monster,2019,N/A,17 Oct 2019,81 min,"Crime, Drama",Inderveer Sodhi,Inderveer Sodhi,"Inderveer Sodhi, Ivon Shiva Naicker, Shaun Gill","After losing his innocence, his best friend, and the love of his adolescence, this coming-of-age gangster drama follows Harman in an hour of his night within a new life of violence.",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BYjUwZTNmODUtMWFmYS00ZDY1LTg1YWItMmIxYTAyMWEwNDEyXkEyXkFqcGdeQXVyNTI2NzY5MjI@._V1_SX300.jpg,N/A,N/A,N/A,tt8071360,movie,N/A,N/A,N/A,N/A,True,,,,100%,,,,
Monster,2011,N/A,06 Dec 2011,N/A,"Short, Drama",Jamie Adams,Gregg Glover,"Keiron Self, Eiry Hughes, Holly Bailey",A comical short film about a family raising a spoilt daughter.,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BOWE2ZDY3MWUtNjJhMy00ODRmLWE5ZGItYWU0N2JkNDVkYmY3XkEyXkFqcGdeQXVyMTU1NjQ0NDM@._V1_SX300.jpg,N/A,N/A,N/A,tt2185457,episode,,,,,True,,,,,3,5,tt2138674,
Monster,2005,N/A,23 Mar 2012,10 min,"Short, Horror, Thriller",Jennifer Kent,Jennifer Kent,"Susan Prior, Luke Ikimis-Healey, Trash Vaudeville","A mother battles with her son's fear of a monster lurking in the closet, but soon discovers a sinister presence all around her.",English,Australia,4 wins,https://m.media-amazon.com/images/M/MV5BMzNlNzQzYTAtYjM1Yi00N2I4LWI0OTYtYzNlZGQyYjMyOTUwXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.8,"1,297",tt0466566,movie,N/A,N/A,N/A,N/A,True,6.8/10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
Monster,2003,R,30 Jan 2004,109 min,"Biography, Crime, Drama",Patty Jenkins,Patty Jenkins,"Charlize Theron, Christina Ricci, Bruce Dern","Based on the life of Aileen Wuornos, a Daytona Beach prostitute who became a serial killer.",English,"United States, Germany",Won 1 Oscar. 31 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BMTI4NzI5NzEwNl5BMl5BanBnXkFtZTcwNjc1NjQyMQ@@._V1_SX300.jpg,74,7.3,"170,080",tt0340855,movie,N/A,"$34,469,210",N/A,N/A,True,7.3/10,74/100,,81%,,,,
Monster,2020,N/A,29 Jul 2020,70 min,"Adventure, Sci-Fi, Thriller",Clay Moffatt,Clay Moffatt,"Mackenzie Clark, Matt Conklin, Wesley Courtnay","A pair of college roommates find a mysterious camera and strange things begin to happen around them. As things start to worsen a scientist claiming to know the truth shows up. However, what he knows is only the tip of the iceberg.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNzNhMjU0MDAtMmU5MC00M2MwLThhNTYtN2VkNTFlNDVlMjE3XkEyXkFqcGdeQXVyNTk4MjE5MjY@._V1_SX300.jpg,N/A,3.5,41,tt12260412,movie,N/A,N/A,N/A,N/A,True,3.5/10,,,,,,,
Monster,2008,Not Rated,18 Jan 2008,86 min,"Action, Adventure, Horror, Sci-Fi, Thriller",Eric Forsberg,"Eric Forsberg (story), David Michael Latt (story), David Michael Latt","Erin Evans, Sarah Lieving, Justin L. Jones, Kazuyuki Okada","After a massive earthquake in Tokyo, two American filmmakers document the true cause of the destruction.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTQ2NjIxNTg5N15BMl5BanBnXkFtZTcwNzE0NzAzOA@@._V1_SX300.jpg,N/A,2.1,"1,389",tt1148277,movie,N/A,N/A,N/A,N/A,True,2.1/10,,,,,,,
Monster,2018,N/A,01 Nov 2018,90 min,Horror,Matt Shaw,"Matt Shaw, Shaun Hutson, Michael Bray","Justin Hayward, Clair Buckley, Danielle Harold","Based on the best-selling book of the same name, MONSTER tells the harrowing tale of Richard, Mary and Andrew - a family of three. On the outside, Mary and Richard appear normal and their son, a deformed hulk of a 7 foot monster r...",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BZWEzZDI2OTgtNjA2NC00OTRkLTg5Y2EtMmRiODdjMWFmMGY4XkEyXkFqcGc@._V1_SX300.jpg,N/A,5.3,197,tt6840904,movie,N/A,N/A,N/A,N/A,True,5.3/10,,,68%,,,,
Monster,2018,Unrated,07 May 2021,98 min,"Crime, Drama",Anthony Mandler,"Colen C. Wiley, Janece Shaffer, Walter Dean Myers","A$AP Rocky, John David Washington, Kelvin Harrison Jr.","A smart, likeable, 17-year-old film student from Harlem sees his world turned upside down when he's charged with a murder. We follow his dramatic journey through a complex legal battle.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BNWE2Zjk1YjAtNWFiNi00Y2ZkLThlZjItNzZmYzc3NWIzMDVhXkEyXkFqcGc@._V1_SX300.jpg,56,6.5,"6,832",tt2850272,movie,N/A,N/A,N/A,N/A,True,6.5/10,56/100,,68%,,,,
Monster,2016,N/A,01 May 2016,5 min,"Animation, Short, Horror, Thriller",Montana Hall,N/A,N/A,A girl walks home at night and has to come face-to-face with the monsters lurking in the darkness.,English,USA,1 win.,N/A,N/A,N/A,N/A,tt6557210,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Next Goal Wins,2014,Not Rated,09 May 2014,97 min,"Documentary, Sport","Mike Brett, Steve Jamison",N/A,"Li'atama Amisone Jr., Faiivae Iuli Alex Godinet, D'Angelo Herrera","The American Samoa soccer team, deemed ""worst in the world"", try to qualify for the 2014 World Cup.","Samoan, English",United Kingdom,2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMjI3ODcxOTExNl5BMl5BanBnXkFtZTgwOTU0NTg1MTE@._V1_SX300.jpg,71,7.8,"3,206",tt2446600,movie,N/A,"$43,089",N/A,N/A,True,7.8/10,71/100,,100%,,,,
Thanksgiving,2023,R,17 Nov 2023,106 min,"Comedy, Horror, Mystery",Eli Roth,"Jeff Rendell, Eli Roth","Patrick Dempsey, Ty Olsson, Gina Gershon","After a Black Friday riot ends in tragedy, a mysterious Thanksgiving-inspired killer terrorizes Plymouth, Massachusetts, the birthplace of the infamous holiday.",English,"United States, Canada, Australia",1 win & 15 nominations total,https://m.media-amazon.com/images/M/MV5BYzhiZTkyM2UtNjU2MC00MjcxLWJhZGYtODQ0MDViN2UxMzAwXkEyXkFqcGc@._V1_SX300.jpg,63,6.2,"76,172",tt1448754,movie,N/A,"$31,908,884",N/A,N/A,True,6.2/10,63/100,,83%,,,,
Trolls Band Together,2023,PG,17 Nov 2023,91 min,"Animation, Adventure, Comedy","Walt Dohrn, Tim Heitz","Elizabeth Tippet, Thomas Dam","Anna Kendrick, Justin Timberlake, Kenan Thompson","As they grow closer, Poppy discovers that Branch was once part of her favorite boy band phenomenon, BroZone, with his four brothers. When one of them, Floyd, is kidnapped by villains, Branch and Poppy embark on a journey to rescue...","English, Spanish","United States, United Kingdom",5 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BY2EzNTY0N2MtMTAyZS00ZTIwLTk5MmUtNWJhMmIwYmM5OWFiXkEyXkFqcGc@._V1_SX300.jpg,53,6.0,"19,119",tt14362112,movie,N/A,"$103,270,155",N/A,N/A,True,6.0/10,53/100,,64%,,,,
Thanksgiving,2006,N/A,04 Dec 2006,10 min,"Short, Horror",Scott Ennis,"Scott Ennis, Jason Fink, David Goulart","Eric Arbour, Holly Fink, Jason Fink","On a day when everyone is giving thanks, four friends sat down for Thanksgiving dinner. With a knock at the door, the young couples thought they were helping another person in need, but instead found themselves living a horrific expe",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTAzMTM0Nzg1MDFeQTJeQWpwZ15BbWU3MDQ1MDIyNDE@._V1_SX300.jpg,N/A,7.0,68,tt0948471,movie,N/A,N/A,N/A,N/A,True,7.0/10,,,,,,,
Thanksgiving,2014,Not Rated,16 Nov 2023,85 min,"Comedy, Drama",Adam Newport-Berra,"Matthew Chastain, Adam Newport-Berra","Matthew Chastain, Benjamin Dickinson, Samantha Jacober","It's Thanksgiving, and Amy and Alex are in love. But when a mysterious stranger, introduced as Amy's estranged brother, shows up to dinner, Alex has his suspicions that this man may be someone altogether different.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjE1MDYxMDExOV5BMl5BanBnXkFtZTgwODcyNzUxMjE@._V1_SX300.jpg,N/A,4.5,42,tt2786266,movie,N/A,N/A,N/A,N/A,True,4.5/10,,,,,,,
Ko-Ko's Thanksgiving,1925,TV-G,21 Nov 1925,8 min,"Animation, Short, Comedy",Dave Fleischer,N/A,Max Fleischer,"At the studio Thanksgiving dinner, Ko-Ko plays a home movie reel showing clips of his wildest pranks on ""The Boss"" from previous ""Out of the Inkwell"" films.",None,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjRmMDBhOGQtOGViOS00YWU3LThhNDctOGMzZmQwMzMyZjczXkEyXkFqcGdeQXVyMTM3MTY5NDM0._V1_SX300.jpg,N/A,6.2,31,tt0015996,movie,N/A,N/A,N/A,N/A,True,6.2/10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
Next Goal Wins,2023,PG-13,17 Nov 2023,104 min,"Comedy, Drama, Sport",Taika Waititi,"Taika Waititi, Iain Morris","Michael Fassbender, Oscar Kightley, Kaimana","The story of the infamously terrible American Samoa soccer team, known for a brutal 2001 FIFA match they lost 31-0.","English, Samoan, French, Swahili","United Kingdom, United States, New Zealand",1 nomination total,https://m.media-amazon.com/images/M/MV5BYThhZjU4MTYtNDI5Ni00NTE0LTk2NjUtZmZhMGFiNDhiNDM4XkEyXkFqcGc@._V1_SX300.jpg,44,6.5,"29,172",tt10767052,movie,N/A,"$6,713,826",N/A,N/A,True,6.5/10,44/100,,46%,,,,
Dream Scenario,2023,R,22 Nov 2023,102 min,"Comedy, Drama, Fantasy",Kristoffer Borgli,Kristoffer Borgli,"Lily Bird, Nicolas Cage, Julianne Nicholson",An ordinary family man finds his life turned upside down when strangers suddenly start seeing him in their dreams.,"English, French","United States, Canada",3 wins & 18 nominations total,https://m.media-amazon.com/images/M/MV5BZTVhZjNhMzktOGQ2YS00OGVkLWExNGEtMjBlYWI3MjVmYmM1XkEyXkFqcGc@._V1_SX300.jpg,74,6.8,"87,750",tt21942866,movie,N/A,"$5,742,193",N/A,N/A,True,6.8/10,74/100,,91%,,,,
Journey to Bethlehem,2023,PG,10 Nov 2023,99 min,"Adventure, Family, Musical",Adam Anders,"Adam Anders, Peter Barsocchini","Fiona Palomo, Milo Manheim, Antonio Banderas","This live-action Christmas musical adventure for the entire family weaves classic Christmas melodies with humor, faith, and new pop songs in a retelling of the greatest story ever told: the story of Mary and Joseph and the birth o...","English, French","United States, Spain",3 nominations total,https://m.media-amazon.com/images/M/MV5BYTU5NmUyNzctMTcyMC00YzdiLTg5ZWEtZjY0NmZjYWM4NGM5XkEyXkFqcGc@._V1_SX300.jpg,N/A,6.4,"3,398",tt13848804,movie,N/A,"$6,820,796",N/A,N/A,True,6.4/10,,,74%,,,,
At the Gates,2022,R,22 Sep 2023,97 min,"Drama, Mystery, Thriller",Augustus Meleo Bernstein,Augustus Meleo Bernstein,"Ezekiel Pacheco, Sadie Stanley, Christopher Alvarenga","A housekeeper from El Salvador brings her son to help her clean an affluent family's Los Angeles home. After being told by her employers that immigration officers are searching for her, she accepts the invitation to shelter in the...","English, Spanish",United States,3 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BYmFkNzdkOGUtNDIwZS00MmZlLWI3MzItNWQ0NjNjYjg0ZWMyXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.9,84,tt17372926,movie,N/A,"$7,552",N/A,N/A,True,6.9/10,,,64%,,,,
