Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,Rating_InternetMovieDatabase,Rating_RottenTomatoes,Rating_Metacritic,totalSeasons,Season,Episode,seriesID
Epic,1985,N/A,14 May 1985,70 min,"Animation, Adventure, Fantasy",Yoram Gross,"John Palmer, Yoram Gross, Greg Flynn","Benita Collings, John Huston, Ross Higgins","During a massive flood, two children are rescued by a family of dingoes, which subsequently raises them as their own. When the children come of age, they must go out into the world and collect the ""secrets of life"", before becomin...",English,Australia,N/A,https://m.media-amazon.com/images/M/MV5BNGM1YTI5MjctMDc1Mi00OGI2LTg4ZTMtODBmMWI2ZTI0ZWUyXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_SX300.jpg,N/A,5.7,66,tt0296620,movie,N/A,N/A,N/A,N/A,True,,5.7/10,,,,,,
Epic,2013,PG,24 May 2013,102 min,"Animation, Action, Adventure",Chris Wedge,"James V. Hart, William Joyce, Daniel Shere","Amanda Seyfried, Josh Hutcherson, Beyoncé",A teenager finds herself transported to a deep forest setting where a battle between the forces of good and evil is taking place. She bands together with a ragtag group of characters to save their world--and ours.,English,"United States, United Kingdom",2 wins & 21 nominations total,https://m.media-amazon.com/images/M/MV5BYTJmMWJmZTktZmM2Zi00ZmE0LWJiYWMtMDRlNDdhMmVjNjA3XkEyXkFqcGc@._V1_SX300.jpg,52,6.6,"113,253",tt0848537,movie,N/A,"$107,518,682",N/A,N/A,True,,6.6/10,65%,52/100,,,,
Star Trek Into Darkness,2013,PG-13,16 May 2013,132 min,"Action, Adventure, Sci-Fi",J.J. Abrams,"Roberto Orci, Alex Kurtzman, Damon Lindelof","Chris Pine, Zachary Quinto, Zoe Saldaña","After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.","English, Klingon",United States,Nominated for 1 Oscar. 7 wins & 58 nominations total,https://m.media-amazon.com/images/M/MV5BMTk2NzczOTgxNF5BMl5BanBnXkFtZTcwODQ5ODczOQ@@._V1_SX300.jpg,72,7.7,"506,800",tt1408101,movie,N/A,"$228,778,661",N/A,N/A,True,,7.7/10,84%,72/100,,,,
Peeples,2013,PG-13,10 May 2013,95 min,"Comedy, Romance",Tina Gordon,Tina Gordon,"Craig Robinson, Kerry Washington, David Alan Grier",Sparks fly when Wade Walker crashes the Peeples annual reunion in the Hamptons to ask for their precious daughter Grace's hand in marriage.,English,United States,7 nominations,https://m.media-amazon.com/images/M/MV5BMTQwODU0MDM4Ml5BMl5BanBnXkFtZTcwMTA5MDkzOQ@@._V1_SX300.jpg,52,5.4,"5,161",tt1699755,movie,N/A,"$9,177,065",N/A,N/A,True,,5.4/10,38%,52/100,,,,
The Great Gatsby,1949,Approved,13 Jul 1949,91 min,"Drama, Mystery, Romance",Elliott Nugent,"F. Scott Fitzgerald, Owen Davis, Cyril Hume","Alan Ladd, Betty Field, Macdonald Carey",A Jazz Age bootlegger learns the hard way about the wages of sin.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMGFlYWI5NjMtODM4OS00ZmI1LTg3YjAtMmM1ZGZjOGRkYzhkXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.5,977,tt0041428,movie,N/A,"$4,360,000",N/A,N/A,True,,6.5/10,30%,,,,,
Stories We Tell,2012,PG-13,17 Jan 2013,108 min,Documentary,Sarah Polley,"Sarah Polley, Michael Polley","Michael Polley, John Buchan, Mark Polley",A film that excavates layers of myth and memory to find the elusive truth at the core of a family of storytellers.,English,Canada,25 wins & 44 nominations total,https://m.media-amazon.com/images/M/MV5BMTg3MDU2NjI3N15BMl5BanBnXkFtZTcwMjYwMzYyOQ@@._V1_SX300.jpg,91,7.5,"14,358",tt2366450,movie,N/A,"$1,600,145",N/A,N/A,True,,7.5/10,94%,91/100,,,,
The Great Gatsby,2013,PG-13,10 May 2013,143 min,"Drama, Romance",Baz Luhrmann,"Baz Luhrmann, Craig Pearce, F. Scott Fitzgerald","Leonardo DiCaprio, Carey Mulligan, Joel Edgerton","A writer and wall street trader, Nick Carraway, finds himself drawn to the past and lifestyle of his mysterious millionaire neighbor, Jay Gatsby, amid the riotous parties of the Jazz Age.",English,"Australia, United States",Won 2 Oscars. 51 wins & 86 nominations total,https://m.media-amazon.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_SX300.jpg,55,7.2,"631,702",tt1343092,movie,N/A,"$144,857,996",N/A,N/A,True,,7.2/10,48%,55/100,,,,
The Great Gatsby,2000,N/A,14 Jan 2001,90 min,"Drama, Romance",Robert Markowitz,"F. Scott Fitzgerald, John J. McLaughlin","Mira Sorvino, Toby Stephens, Paul Rudd","Stock broker Nick Carraway consents to play Cupid for his rich married cousin Daisy Buchanan and her former love, nouveau riche Jay Gatsby.",English,"United Kingdom, United States",1 nomination total,https://m.media-amazon.com/images/M/MV5BODRjYWRiNzEtZjYzMy00Y2YxLTg2MjUtZTBmNGVjYmQ5ZGYzXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.7,"2,102",tt0210719,movie,N/A,N/A,N/A,N/A,True,,5.7/10,,,,,,
The Great Gatsby,1974,PG,29 Mar 1974,144 min,"Drama, Romance",Jack Clayton,"F. Scott Fitzgerald, Francis Ford Coppola","Robert Redford, Mia Farrow, Bruce Dern","A Midwesterner becomes fascinated with his nouveau riche neighbor, who obsesses over his lost love.",English,United States,Won 2 Oscars. 7 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BNjYyNDhkNTgtZGIxOS00MWFmLTg3OTktNTg0ZjRmMzc4ZDVkXkEyXkFqcGc@._V1_SX300.jpg,43,6.4,"27,927",tt0071577,movie,N/A,"$20,563,273",N/A,N/A,True,,6.4/10,41%,43/100,,,,
The Great Gatsby,1926,Passed,27 Aug 1926,80 min,Drama,Herbert Brenon,"F. Scott Fitzgerald, Elizabeth Meehan, Becky Gardiner","Warner Baxter, Lois Wilson, Neil Hamilton","Nick Carraway, a young Midwesterner now living on Long Island, finds himself fascinated by the mysterious past and lavish lifestyle of his neighbour, the nouveau riche Jay Gatsby. He is drawn into Gatsby's circle, becoming a witne...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDI5MDAwZWMtMGU2Yy00NTZlLWE1OWUtOTc2OTY5ZTE4MmVkXkEyXkFqcGdeQXVyNDY1NzU5NjY@._V1_SX300.jpg,N/A,N/A,N/A,tt0016938,movie,N/A,N/A,N/A,N/A,True,,,52%,,,,,
The Great Gatsby,1958,N/A,26 Jun 1958,90 min,"Comedy, Crime, Drama",Franklin J. Schaffner,"F. Scott Fitzgerald, David Shaw","Robert Ryan, Jeanne Crain, Barry Atwater","A Midwesterner becomes fascinated with his wealthy neighbor, who obsesses over his lost love.",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNmU1MDVhODktZjIwOS00Mzk3LWI1ODMtNDM3YzEyODczMGMwXkEyXkFqcGdeQXVyMTc3Mjc4NTM@._V1_SX300.jpg,N/A,7.7,10,tt0675629,episode,,,,,True,,7.7/10,,,,2,39,tt0048893
Dead Man's Burden,2012,Not Rated,03 May 2013,93 min,"Drama, Western",Jared Moshe,Jared Moshe,"Barlow Jacobs, Clare Bowen, David Call",A western set on the New Mexico frontier a few years after the Civil War and centered on a struggling young family and the mining company who wants to buy their land.,English,United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTQxNjQyMzI3OF5BMl5BanBnXkFtZTcwMDQxNDA0OQ@@._V1_SX300.jpg,76,5.5,706,tt2094155,movie,N/A,"$29,634",N/A,N/A,True,,5.5/10,78%,76/100,,,,
Mud,2014,N/A,N/A,2 min,"Animation, Short",Neal Moignard,Neal Moignard,N/A,A vision of shifting digital polygons.,English,"Canada, Mexico",N/A,N/A,N/A,6.3,9,tt4902284,movie,N/A,N/A,N/A,N/A,True,,6.3/10,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,Incorrect IMDb ID.,,,,,,,
Mud,2012,PG-13,10 May 2013,130 min,"Adventure, Drama",Jeff Nichols,Jeff Nichols,"Matthew McConaughey, Reese Witherspoon, Tye Sheridan","On a Mississippi River island, two young boys encounter a stranger who tells wild tales about bounty hunters and a beautiful woman.",English,United States,15 wins & 39 nominations total,https://m.media-amazon.com/images/M/MV5BMTU2MzcyODgyNV5BMl5BanBnXkFtZTcwNTc4MDYwOQ@@._V1_SX300.jpg,76,7.4,"197,325",tt1935179,movie,N/A,"$21,590,086",N/A,N/A,True,,7.4/10,97%,76/100,,,,
The Big Wedding,2013,R,26 Apr 2013,89 min,"Comedy, Drama, Romance",Justin Zackham,"Justin Zackham, Jean-Stéphane Bron, Karine Sudan","Robert De Niro, Diane Keaton, Katherine Heigl",A long-divorced couple fakes being married as their family unites for a wedding.,"English, Spanish, Chinese, Latin",United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BMTcwODUwMjg2Ml5BMl5BanBnXkFtZTcwMTc2NzkxOA@@._V1_SX300.jpg,28,5.6,"53,190",tt1931435,movie,N/A,"$21,819,348",N/A,N/A,True,,5.6/10,7%,28/100,,,,
Pain & Gain,2013,R,26 Apr 2013,129 min,"Action, Biography, Comedy",Michael Bay,"Christopher Markus, Stephen McFeely, Pete Collins","Mark Wahlberg, Dwayne Johnson, Anthony Mackie",A trio of bodybuilders in Florida get caught up in an extortion ring and a kidnapping scheme that goes terribly wrong.,English,United States,4 nominations total,https://m.media-amazon.com/images/M/MV5BMTU0NDE5NTU0OV5BMl5BanBnXkFtZTcwMzI1OTMzOQ@@._V1_SX300.jpg,45,6.4,"238,173",tt1980209,movie,N/A,"$49,875,291",N/A,N/A,True,,6.4/10,49%,45/100,,,,
Filly Brown,2012,R,19 Apr 2013,80 min,"Drama, Music","Youssef Delara, Michael D. Olmos","Youssef Delara, Michael D. Olmos, Victor Teran","Gina Rodriguez, Jenni Rivera, Lou Diamond Phillips",A promising hip-hop rhymer from Los Angeles finds herself in a gray area when a record producer offers her a compromising shot at stardom.,English,United States,3 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTU2ODA0OTI4Ml5BMl5BanBnXkFtZTcwMjM5MDkzOQ@@._V1_SX300.jpg,57,5.6,"1,199",tt1869425,movie,N/A,"$2,850,357",N/A,N/A,True,,5.6/10,36%,57/100,,,,
Oblivion,1994,PG-13,29 Oct 1994,94 min,"Adventure, Comedy, Crime",Sam Irvin,"Charles Band, John Rheaume, Greg Suddeth","Richard Joseph Paul, Jackie Swanson, Andrew Divoff","On another planet which resembles the Old West, a die-hard pacifist is forced to re-examine his ways after an evil alien bandit and his gang murder his estranged sheriff father, take over his home town, and threaten his friends.",English,"United States, Romania",1 win,https://m.media-amazon.com/images/M/MV5BYTQ1N2U1NjYtOWYyYi00MmJhLWJlYmEtZGZiZGUxNjQxZDAyXkEyXkFqcGc@._V1_SX300.jpg,N/A,4.8,"1,716",tt0110706,movie,N/A,N/A,N/A,N/A,True,,4.8/10,,,,,,
Oblivion,2013,PG-13,19 Apr 2013,124 min,"Action, Adventure, Sci-Fi",Joseph Kosinski,"Karl Gajdusek, Michael Arndt, Joseph Kosinski","Tom Cruise, Morgan Freeman, Andrea Riseborough",A stranger's arrival triggers one man's battle to save mankind.,English,"United States, Iceland, Japan, United Kingdom",1 win & 17 nominations total,https://m.media-amazon.com/images/M/MV5BMTQwMDY0MTA4MF5BMl5BanBnXkFtZTcwNzI3MDgxOQ@@._V1_SX300.jpg,54,7.0,"577,039",tt1483013,movie,N/A,"$89,107,235",N/A,N/A,True,,7.0/10,53%,54/100,,,,
Oblivion,2013,N/A,N/A,6 min,"Short, Drama, Romance",Xiao'ou Olivia Zhang,Xiao'ou Olivia Zhang,"Leslie Connelly, Ned Liebl, Emilie Livingston",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZjY0NDI3MTItN2Y5ZS00ZmEzLTk2YTctZWExNGEwNzkzZDdlXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,7,tt3063490,movie,N/A,N/A,N/A,N/A,True,,,53%,,,,,
Scary Movie 5,2013,PG-13,12 Apr 2013,86 min,Comedy,"Malcolm D. Lee, David Zucker","David Zucker, Pat Proft, Shawn Wayans","Simon Rex, Ashley Tisdale, Charlie Sheen","A couple begin to experience some unusual activity after bringing their lost nieces and nephew home. With the help of home-surveillance cameras, they learn they're being stalked by a nefarious demon.","English, Spanish, Latin",United States,5 nominations total,https://m.media-amazon.com/images/M/MV5BMTc5OTIxMjQ4NF5BMl5BanBnXkFtZTcwOTAyNDcyOQ@@._V1_SX300.jpg,11,3.6,"81,742",tt0795461,movie,N/A,"$32,015,787",N/A,N/A,True,,3.6/10,4%,11/100,,,,
42,2013,PG-13,12 Apr 2013,128 min,"Biography, Drama, Sport",Brian Helgeland,Brian Helgeland,"Chadwick Boseman, T.R. Knight, Harrison Ford","In 1947, Jackie Robinson becomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process.",English,United States,3 wins & 21 nominations total,https://m.media-amazon.com/images/M/MV5BMTQwMDU4MDI3MV5BMl5BanBnXkFtZTcwMjU1NDgyOQ@@._V1_SX300.jpg,62,7.5,"106,903",tt0453562,movie,N/A,"$95,059,709",N/A,N/A,True,,7.5/10,80%,62/100,,,,
42,2019,N/A,09 Mar 2019,N/A,Short,Joana Caiano,Joana Caiano,Gonçalo Cotrim,"This is Lara. She measures 1,70m. Her feet are too long for her body.",Portuguese,Portugal,N/A,https://m.media-amazon.com/images/M/MV5BOGI5NGJjNWQtNmJjYi00YWZlLTk4NWQtYThmN2RmZWFmZjkwXkEyXkFqcGdeQXVyOTk3MTkzOTc@._V1_SX300.jpg,N/A,N/A,N/A,tt10882064,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Evil Dead,2013,R,05 Apr 2013,91 min,Horror,Fede Alvarez,"Fede Alvarez, Rodo Sayagues, Sam Raimi","Jane Levy, Shiloh Fernandez, Jessica Lucas","Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods.","English, Welsh","United States, New Zealand, Australia",6 wins & 20 nominations total,https://m.media-amazon.com/images/M/MV5BYjkwODM5ZWUtMjI2Ni00Y2RiLWJkNDYtZWQ2ZTRhMjI1N2FmXkEyXkFqcGc@._V1_SX300.jpg,57,6.5,"207,310",tt1288558,movie,N/A,"$54,239,856",N/A,N/A,True,,6.5/10,64%,57/100,,,,
The Host,2002,N/A,10 May 2002,25 min,"Short, Comedy, Thriller",Nicholas Tomnay,"Nicholas Tomnay, Krishna Jones","David Bugeja, Craig Elliott, Gus Kanavakatini","John has escaped from prison. Warwick is preparing for a dinner party. They are about to share a memorable evening: a bit of wine, some dancing, captivating conversation. A perfect night in this disturbing black comedy.",N/A,Australia,5 wins,https://m.media-amazon.com/images/M/MV5BZjQ2YWRhNDYtYzJmNy00MDEwLWFhNzctMzQ1NmFiNjZiMTA0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzU0ODIwMQ@@._V1_SX300.jpg,N/A,6.4,111,tt0325579,movie,N/A,N/A,N/A,N/A,True,,6.4/10,,,,,,
The Host,2020,R,17 Jan 2020,102 min,"Crime, Horror, Mystery",Andy Newbery,"Finola Geraghty, Brendan Bishop, Laurence Lamers","Maryam Hassouni, Mike Beckingham, Dougie Poynter","Robert and Vera try to do what's best for the people they love and those they protect. But as the characters struggle to suppress their inner demons, a course of destruction emanates from hidden secrets that can never be escaped.",English,Netherlands,4 wins,https://m.media-amazon.com/images/M/MV5BZWJjYzlkNjgtM2QzNS00ZTllLWI5MzEtY2Q2ZTY0MTRhNmE0XkEyXkFqcGc@._V1_SX300.jpg,32,4.9,975,tt8316568,movie,N/A,N/A,N/A,N/A,True,,4.9/10,20%,32/100,,,,
The Host,2013,PG-13,29 Mar 2013,125 min,"Action, Adventure, Drama",Andrew Niccol,"Andrew Niccol, Stephenie Meyer","Saoirse Ronan, Max Irons, Jake Abel","When an unseen enemy threatens mankind by taking over their bodies and erasing their memories, Melanie Stryder risks everything to protect the people she cares about.",English,"United States, Switzerland",1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BNWYzYTZlZjgtMGY1Yi00MjgwLWE1ZjQtNTQyNmE3ZDU3ODgxXkEyXkFqcGc@._V1_SX300.jpg,35,5.8,"120,242",tt1517260,movie,N/A,"$26,627,201",N/A,N/A,True,,5.8/10,10%,35/100,,,,
The Host,1960,N/A,N/A,30 min,"Short, Mystery, Western",Jack Hill,Jack Hill,"Sid Haig, Sharon Bercutt, Joseph Hanwright","Fugitive gangster comes to lonely spanish shelter. Has to kill evil gunman to set settlers free and bring rain. But when he decides to leave, his pony is gone and he is damned to stay or die.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNzg3YzllZTMtNGVhMy00NWI4LTlkMDYtZDcwNTBlYTlmMWExXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.0,154,tt0351074,movie,N/A,N/A,N/A,N/A,True,,6.0/10,,,,,,
G.I. Joe: Retaliation,2013,PG-13,28 Mar 2013,110 min,"Action, Adventure, Sci-Fi",Jon M. Chu,"Rhett Reese, Paul Wernick","Dwayne Johnson, Channing Tatum, Adrianne Palicki",The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.,English,"United States, Canada",2 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BNzk5ODM0OTQ0N15BMl5BanBnXkFtZTcwODg2ODE4OA@@._V1_SX300.jpg,41,5.7,"191,442",tt1583421,movie,N/A,"$122,523,060",N/A,N/A,True,,5.7/10,29%,41/100,,,,
InAPPropriate Comedy,2013,R,17 Jul 2014,83 min,Comedy,Vince Offer,"Ken Pringle, Ari Shaffir, Vince Offer","Adrien Brody, Lindsay Lohan, Michelle Rodriguez","In this comedy film, a computer tablet full of the world's most hilariously offensive apps breaks through the borders of political correctness, stirring up cultural anarchy.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMTQ3NzAyMDUyOF5BMl5BanBnXkFtZTcwMDMzMDM5OA@@._V1_SX300.jpg,1,2.7,"4,824",tt1754811,movie,N/A,"$228,004",N/A,N/A,True,,2.7/10,,1/100,,,,
The Sapphires,2012,PG-13,09 Aug 2012,103 min,"Biography, Comedy, Drama",Wayne Blair,"Keith Thompson, Tony Briggs","Chris O'Dowd, Deborah Mailman, Jessica Mauboy","In 1968, four talented young Australian Aboriginal girls learn about love, friendship, and war when their all-girl group The Sapphires entertains the US troops in Vietnam.","English, Aboriginal, Vietnamese",Australia,27 wins & 26 nominations,https://m.media-amazon.com/images/M/MV5BMTQyNTk5MDk1OF5BMl5BanBnXkFtZTcwNjgyODYxOQ@@._V1_SX300.jpg,67,7.0,"15,411",tt1673697,movie,N/A,"$2,450,867",N/A,N/A,True,,7.0/10,91%,67/100,,,,
The Croods,2013,PG,22 Mar 2013,98 min,"Animation, Adventure, Comedy","Kirk DeMicco, Chris Sanders","Kirk DeMicco, Chris Sanders, John Cleese","Nicolas Cage, Ryan Reynolds, Emma Stone","In the primeval era, Grug and his family risk the dangers of their surroundings to find a new dwelling place. Along the way, they meet a modern boy who woos them with his adventurous ways.",English,United States,Nominated for 1 Oscar. 5 wins & 46 nominations total,https://m.media-amazon.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1_SX300.jpg,55,7.1,"246,285",tt0481499,movie,N/A,"$187,168,425",N/A,N/A,True,,7.1/10,71%,55/100,,,,
Olympus Has Fallen,2013,R,22 Mar 2013,119 min,"Action, Thriller",Antoine Fuqua,"Creighton Rothenberger, Katrin Benedikt","Gerard Butler, Aaron Eckhart, Morgan Freeman",Secret Service agent Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack and works with national security to rescue the President from his kidnappers.,"English, Korean",United States,1 win & 5 nominations total,https://m.media-amazon.com/images/M/MV5BNzg3Mjc0YzItZWQyOS00ODY4LTgwZjUtYWRmYzM1MDg1ZDA5XkEyXkFqcGc@._V1_SX300.jpg,41,6.5,"303,186",tt2302755,movie,N/A,"$98,925,640",N/A,N/A,True,,6.5/10,49%,41/100,,,,
Spring Breakers,2012,R,22 Mar 2013,94 min,"Crime, Drama, Thriller",Harmony Korine,Harmony Korine,"Vanessa Hudgens, Selena Gomez, Ashley Benson","Four college girls hold up a restaurant in order to fund their spring break vacation. While partying, drinking, and taking drugs, they are arrested, only to be bailed out by a drug and arms dealer.",English,"United States, France",14 wins & 35 nominations total,https://m.media-amazon.com/images/M/MV5BNTk3NjMwMjYtODg3Ny00ZDU2LTgzZDAtNDJjYjlmYjJjNGQ3XkEyXkFqcGc@._V1_SX300.jpg,63,5.3,"152,753",tt2101441,movie,N/A,"$14,124,284",N/A,N/A,True,,5.3/10,67%,63/100,,,,
Dead Man Down,2013,R,08 Mar 2013,118 min,"Action, Adventure, Crime",Niels Arden Oplev,J.H. Wyman,"Colin Farrell, Noomi Rapace, Dominic Cooper","In New York City, a crime lord's right-hand man is helped by a woman seeking retribution.","English, French, Albanian, Spanish, Hungarian",United States,N/A,https://m.media-amazon.com/images/M/MV5BMTM2NTU5NTIzMF5BMl5BanBnXkFtZTcwNjQ3MTM5OA@@._V1_SX300.jpg,39,6.4,"71,274",tt2101341,movie,N/A,"$10,895,295",N/A,N/A,True,,6.4/10,42%,39/100,,,,
The Girl,1996,N/A,16 Feb 1996,156 min,Drama,David Wheatley,"Catherine Cookson, Gordon Hann","Mark Benton, Susan Jameson, Siobhan Flynn","In mid-19th century Northumberland, Hannah Boyle is left with the family of Matthew Thornton, the man her dying mother claims fathered her. Ill-treated by Thornton's bitter and vindictive wife Anne, who views Hannah only as eviden...",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BNTI5OTQ4ODAwOV5BMl5BanBnXkFtZTYwNjE5MDg5._V1_SX300.jpg,N/A,7.2,485,tt0126321,movie,N/A,N/A,N/A,N/A,True,,7.2/10,,,,,,
The Girl,1987,R,07 Jan 1988,105 min,"Drama, Romance, Thriller",Arne Mattsson,Ernest Hotch,"Franco Nero, Bernice Stegers, Clare Powney",A chance encounter on the street brings a young schoolgirl and a wealthy middle-aged attorney together. Thus begins an affair that will lift him into the heights of a passionate love and plunge him into the depths of deception and...,English,"United Kingdom, Italy, Sweden",N/A,https://m.media-amazon.com/images/M/MV5BZDg2YjAzMTEtOGRlYy00YjE0LWI0M2ItYjFmMDQ3YzE4ZDg1XkEyXkFqcGc@._V1_SX300.jpg,N/A,5.1,268,tt0091117,movie,N/A,N/A,N/A,N/A,True,,5.1/10,,,,,,
The Girl,2012,N/A,01 Nov 2012,17 min,"Short, Drama, Family, Mystery",John Hayes,"Mark Tuthill, Mark Tuthill","Rebecca Carroll, Stuart Graham, Fred Paul McCloskey, Lalor Roddy",Emotionally fragile Sophie moves from the West of Ireland to start a new life. But who is the mysterious starving girl wandering the old house?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt2463298,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
The Girl,2016,Not Rated,09 Sep 2016,79 min,"Sci-Fi, Thriller",Jennifer Blanc-Biehn,"Kevin Marcus, Bradley Marcus, Lony Ruhmann","Michael Biehn, Tia Carrere, Evie Thompson","A kidnapped girl is rescued by a young boy, and in return is compelled to save him from the horrors that lie in his home.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMWUzYTkzNDUtMzlhMC00NTcwLWI3ODctNzMzMGQ5NTVhYWFiXkEyXkFqcGdeQXVyNzE4MjE0MA@@._V1_SX300.jpg,N/A,3.2,287,tt2833580,movie,N/A,N/A,N/A,N/A,True,,3.2/10,,,,,,
Emperor,2008,Not Rated,01 Aug 2008,96 min,"Crime, Thriller",Juliane Block,Braham Singh,"Vikneshwaran Balasundran, Adrian Lai, Cheryl Lee","A fast paced triad film on rivalry between Malaysian and Hong Kong gangs for lucrative human trafficking business out of China, EMPEROR cocoons a fascinating murder mystery in an Asian crime thriller.","English, German, Cantonese, Mandarin","Malaysia, Germany",1 nomination,https://m.media-amazon.com/images/M/MV5BNzM4OThkYjgtNTQ2Yi00YzdmLTk1YTMtMjEyZDhkMzU1OGEzXkEyXkFqcGdeQXVyMTYzODQxNjQ@._V1_SX300.jpg,N/A,4.0,24,tt1337614,movie,N/A,N/A,N/A,N/A,True,,4.0/10,,,,,,
The Girl,2012,TV-14,20 Oct 2012,91 min,"Biography, Drama",Julian Jarrold,"Gwyneth Hughes, Donald Spoto","Sienna Miller, Toby Jones, Imelda Staunton",The turbulent relationship between filmmaker Sir Alfred Hitchcock (Toby Jones) and actress Tippi Hedren (Sienna Miller).,English,"United Kingdom, South Africa, United States, Germany",Nominated for 6 Primetime Emmys. 3 wins & 36 nominations total,https://m.media-amazon.com/images/M/MV5BNTc0NzA4MDU3OV5BMl5BanBnXkFtZTcwNTE2Mzg1OA@@._V1_SX300.jpg,N/A,6.2,"7,292",tt2132485,movie,N/A,N/A,N/A,N/A,True,,6.2/10,70%,,,,,
Emperor,2012,PG-13,27 Jul 2013,105 min,"Drama, History, War",Peter Webber,"Vera Blasi, David Klass, Shiro Okamoto","Matthew Fox, Colin Moy, Tommy Lee Jones","As the Japanese surrender at the end of World War II, General Fellers is tasked with deciding if Emperor Hirohito will be hanged as a war criminal. Influencing his ruling is his quest to find Aya, an exchange student he met years ...","English, Japanese","Japan, United States, New Zealand",1 nomination total,https://m.media-amazon.com/images/M/MV5BMjI4OTcwMTY3N15BMl5BanBnXkFtZTcwMTI1MzcxOQ@@._V1_SX300.jpg,48,6.5,"15,430",tt2103264,movie,N/A,"$3,346,265",N/A,N/A,True,,6.5/10,31%,48/100,,,,
Emperor,2020,PG-13,18 Aug 2020,99 min,"Biography, Drama, History",Mark Amin,"Pat Charles, Mark Amin","Mykelti Williamson, James Cromwell, Bruce Dern",An escaped slave travels north and has chance encounters with Frederick Douglass and John Brown. Based on the life story of Shields Green.,English,United States,3 nominations total,https://m.media-amazon.com/images/M/MV5BZDliMTlkNjMtZDAxMS00ZTJlLWI1YzUtOWU0NTFjMDg2MTQ3XkEyXkFqcGc@._V1_SX300.jpg,39,5.9,"1,674",tt8354752,movie,N/A,N/A,N/A,N/A,True,,5.9/10,67%,39/100,,,,
The Girl,2011,Unrated,10 Oct 2011,93 min,Thriller,Travis Bowen,"Travis Bowen, Joe Mohn","Lisa Neeld, Scott Cummings, Robert Z'Dar","Christmas Eve wasn't so festive when a disturbed mother of three slashed her husband and two of her children in an old campground. Years later, the surviving daughter falls victim to a random rape, activating painful childhood mem...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjAyNzY2NTA5NV5BMl5BanBnXkFtZTcwMTA1Nzg4NA@@._V1_SX300.jpg,N/A,4.9,32,tt1871403,movie,N/A,N/A,N/A,N/A,True,,4.9/10,,,,,,
The Girl,2012,PG-13,06 Dec 2013,95 min,"Crime, Drama, Thriller",David Riker,David Riker,"Abbie Cornish, Geoffrey Rivas, Austin West",A young Texan mother who loses her child to foster care begins smuggling Mexicans across the border.,"Spanish, English","United States, Mexico",2 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMTQwMDMxMTIwOV5BMl5BanBnXkFtZTcwMDA1MzE4OA@@._V1_SX300.jpg,54,6.2,"1,414",tt1127883,movie,N/A,"$35,048",N/A,N/A,True,,6.2/10,53%,54/100,,,,
