Response,Error,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Rating_InternetMovieDatabase,Rating_RottenTomatoes,Rating_Metacritic,Season,Episode,seriesID,totalSeasons
True,,The Rainmaker,1997,PG-13,21 Nov 1997,135 min,"Crime, Drama, Thriller",Francis Ford Coppola,"John Grisham, Francis Ford Coppola, Michael Herr","Matt Damon, Danny DeVito, Claire Danes",A Memphis law school graduate battles an insurance giant.,English,United States,2 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BNDY3ZjBjNjAtMjJiMS00MGI5LTk3ZDItNDcxYjI4Y2MyN2RhXkEyXkFqcGc@._V1_SX300.jpg,72,7.2,"88,858",tt0119978,movie,N/A,"$45,916,769",N/A,N/A,7.2/10,82%,72/100,,,,
True,,One Night Stand,1997,R,17 Sep 1997,102 min,"Drama, Romance",Mike Figgis,Mike Figgis,"Wesley Snipes, Nastassja Kinski, Kyle MacLachlan","Max has a one night stand with Karen in New York City. He returns to his wife, two kids and career in Los Angeles but is affected. A year later, Max and Karen meet again by chance, but this time they're with their spouses.",English,United States,1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BZGUwNjQ1NDgtZjZiMy00YjIyLWE5ZGItZTAwMzQ5NzYzNWUzXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.9,"7,376",tt0119832,movie,N/A,"$2,642,983",N/A,N/A,5.9/10,34%,,,,,
True,,One Night Stand,1978,N/A,08 Mar 1978,92 min,"Drama, Thriller",Allan King,Carol Bolt,"Chapelle Jaffe, Brent Carver, Dinah Christie","Carol Bolts adaptation of her stage play locks its audience in a claustrophobic bachelor flat for a night of black comedy, lust and terror. Jilted on her birthday by her boyfriend, Daisy picks up night club singer Rafe and takes h...",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BNmNiNWY5OTgtOGQyMy00NjJhLTljNWMtMTNmZjQwNmFkODdkXkEyXkFqcGdeQXVyOTc5MDI5NjE@._V1_SX300.jpg,N/A,6.1,44,tt0076499,movie,N/A,N/A,N/A,N/A,6.1/10,,,,,,
True,,One Night Stand,2011,Not Rated,N/A,73 min,Documentary,"Trish Dalton, Elisabeth Sperling",N/A,"Cheyenne Jackson, Rachel Dratch, Jesse Tyler Ferguson","From the blank page to the live stage, all within 24 hours.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTgxMTM5MDU2MF5BMl5BanBnXkFtZTgwNjgwNTA2MDE@._V1_SX300.jpg,N/A,8.0,53,tt1726707,movie,29 Apr 2013,N/A,Overnight Musicals,N/A,8.0/10,,,,,,
True,,The Jackal,1997,R,14 Nov 1997,124 min,"Action, Crime, Drama",Michael Caton-Jones,"Kenneth Ross, Chuck Pfarrer","Bruce Willis, Richard Gere, Sidney Poitier","An imprisoned I.R.A. fighter is freed to help stop a brutal, seemingly ""faceless"" assassin from completing his next job.","English, Russian, French, Spanish","United Kingdom, France, Germany, Japan, United States",1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTAyYjFiYWYtNDI1YS00MWM5LTgyYTMtNDhiYWEzOGE2OTM0XkEyXkFqcGc@._V1_SX300.jpg,36,6.4,"130,235",tt0119395,movie,N/A,"$54,930,280",N/A,N/A,6.4/10,24%,36/100,,,,
True,,The Man Who Knew Too Little,1997,PG,14 Nov 1997,94 min,"Comedy, Crime, Drama",Jon Amiel,"Robert Farrar, Howard Franklin","Bill Murray, Joanne Whalley, Peter Gallagher",Wallace Ritchie is mistaken for a spy and must stop a plot to assassinate international leaders at a banquet.,English,"Germany, United States",N/A,https://m.media-amazon.com/images/M/MV5BMmM3YmJhZTktODY3OS00MWZlLWEyMDMtYjIxZjZiNjZiMTIxXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.6,"36,141",tt0120483,movie,N/A,"$13,717,039",N/A,N/A,6.6/10,38%,,,,,
True,,Anastasia,1956,Approved,13 Dec 1956,105 min,"Biography, Drama, History",Anatole Litvak,"Arthur Laurents, Marcelle Maurette, Guy Bolton","Ingrid Bergman, Yul Brynner, Helen Hayes","An opportunistic businessman tries to pass off a mysterious impostor as the Grand Duchess Anastasia, and she is so convincing that even the biggest skeptics believe her.","English, French",United States,Won 1 Oscar. 7 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMGY2ZjliZWUtYjdlNy00ZDIwLTg1MDYtZTE3NWZjZWI2MDBkXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.0,"9,944",tt0048947,movie,N/A,N/A,N/A,N/A,7.0/10,93%,,,,,
True,,The Man Who Knew Too Little,2016,N/A,16 Aug 2016,20 min,"Short, Action, Crime",Rodrigo Otaviano,Rodrigo Otaviano,"Ton Crivelaro, Hélcio Henriques, Claudia Menezes",A detective is hired by a woman to investigate her husband whom she believes is being blackmailed.,Portuguese,Brazil,N/A,https://m.media-amazon.com/images/M/MV5BZmI1MWFkMzMtYjRiMy00MTMxLThiNzktZjcyYjUzNTViZjA3XkEyXkFqcGdeQXVyNjc4MzQxODE@._V1_SX300.jpg,N/A,N/A,5,tt5861838,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,One Night Stand,1984,Not Rated,05 May 1984,94 min,"Comedy, Drama, Music",John Duigan,John Duigan,"Tyler Coppin, Cassandra Delaney, Jay Hackett","In Australia, four teenagers in a Sydney theater are astounded to hear the news that a nuclear war has broken out in Eastern Europe. They try to figure out the best way they can survive the coming conflagration.",English,"Australia, Canada",1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BYzJhZDUzODAtZmUwYS00YzdjLWJlNDQtYmVlZjgwMmI0MGVhXkEyXkFqcGdeQXVyMTY1MTcxMzc@._V1_SX300.jpg,N/A,6.3,251,tt0087844,movie,N/A,N/A,N/A,N/A,6.3/10,,,,,,
True,,Anastasia,1997,G,21 Nov 1997,94 min,"Animation, Adventure, Drama","Don Bluth, Gary Goldman","Susan Gauthier, Bruce Graham, Bob Tzudiker","Meg Ryan, John Cusack, Christopher Lloyd","The last surviving child of the Russian Royal Family joins two con men to reunite with her grandmother, the Dowager Empress, while the undead Rasputin seeks her death.","English, Russian, French",United States,Nominated for 2 Oscars. 10 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BMGY2YjdjNTItMGIzOC00MDNhLTkxNDMtNzgxN2U4YzA3YzRlXkEyXkFqcGc@._V1_SX300.jpg,61,7.2,"144,024",tt0118617,movie,N/A,"$58,406,347",N/A,N/A,7.2/10,82%,61/100,,,,
True,,One Night Stand,2010,N/A,07 Jul 2010,7 min,"Short, Drama, Horror",Chris R. Notarile,Chris R. Notarile,"Chase Coleman, Zoe Sloane","A young woman wakes up in a cheap motel, covered in blood, next to a dead body with no memory of the previous evening. Scared out of her mind, she attempts to put the pieces back together, trying to remember the horrors might have...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BY2Q2ZGJlMWQtNTA3ZC00ODI3LWI0ZTYtZTkyMThkNDA4NTVlXkEyXkFqcGdeQXVyMTU2MjgyNjQ@._V1_SX300.jpg,N/A,6.1,40,tt1739300,movie,N/A,N/A,N/A,N/A,6.1/10,,,,,,
True,,One Night Stand,2016,N/A,08 Sep 2016,12 min,"Short, Drama",Wojciech Zielinski,Wojciech Zielinski,"Matthew Sauvé, Trish Rainone, Andre Guantanamo","What starts out as a routine business trip, leads to Travis making the greatest moral decision of his lifetime.",English,Canada,69 wins & 60 nominations,https://m.media-amazon.com/images/M/MV5BYTEzZjMxZjEtNDNlYi00Y2VlLTg3ZWItZTk5MjVmZjUwMmFjXkEyXkFqcGdeQXVyMzc1MDIxNjA@._V1_SX300.jpg,N/A,7.9,9,tt5786912,movie,N/A,N/A,N/A,N/A,7.9/10,,,,,,
True,,One Night Stand,1994,N/A,01 Nov 1994,13 min,Short,Bill Britten,Mark Mills,"Jemma Redgrave, James Purefoy, Bill Britten","Last night Kate met John. But when she wakes up, he's gone and she's locked in his flat. When she calls him at work, he apologises and promises to come straight back. But an accidental find in a drawer turns her anticipation into hor",English,United Kingdom,Nominated for 1 BAFTA Film Award2 nominations total,https://m.media-amazon.com/images/M/MV5BYjMyNzg2MTUtM2ExYy00NjhhLWJlOTUtNjE5NmM1YjY4MGZiXkEyXkFqcGdeQXVyMTM1MjI0NTc2._V1_SX300.jpg,N/A,8.9,9,tt0206191,movie,N/A,N/A,N/A,N/A,8.9/10,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Anastasia,1997,G,20 May 1997,48 min,"Animation, Family",Diane Eskenazi,"Libby Hinson (screenplay by), Charles Martinet (screenplay by)",Charles Martinet,"A young Russian princess Anastasia, life is easy for her royal castles and fabulous wealth that go with being the daughter of Czar Nicholas.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYmUyNmE5NjEtZGZhMS00Zjk3LTkyNGYtZTg0MWUxZDkwNDI0XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,N/A,5.5,145,tt1125856,movie,N/A,N/A,N/A,N/A,5.5/10,82%,,,,,
True,,Anastasia,1997,N/A,N/A,50 min,Animation,N/A,N/A,"Caz Adams, Peter McAllum, Lee Perry",Anastasia must escape Bolshevik Russia.,English,Australia,N/A,https://m.media-amazon.com/images/M/MV5BMTk1MzQyNzAyM15BMl5BanBnXkFtZTgwMzIyNjA2MDE@._V1_SX300.jpg,N/A,7.2,15,tt2060477,movie,N/A,N/A,N/A,N/A,7.2/10,82%,,,,,
True,,Anastasia,2022,N/A,N/A,27 min,Short,Sarah McCarthy,N/A,N/A,A woman whose resistance to the Putin regime comes at a terrible cost.,English,United Kingdom,3 nominations,https://m.media-amazon.com/images/M/MV5BYzE0YWY5ODctZDAzNC00YjdjLTgxNTItYWZlYTU5MGI1MzFlXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,187,tt22005990,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,One Night Stand,1995,R,01 Nov 1995,88 min,Drama,Talia Shire,Martin Casella,"David Sheltraw, Ally Sheedy, Don Novello","Michelle Sanderson (Ally Sheedy) is a woman who seems to have everything -- great looks, a promising career, a large circle of friends. But the one thing she yearns for most is a romantic relationship, which somehow eludes her. On...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTY2NzAwNTA4N15BMl5BanBnXkFtZTcwNDMyMzgxMQ@@._V1_SX300.jpg,N/A,3.8,173,tt0114042,movie,N/A,N/A,N/A,N/A,3.8/10,,,,,,
True,,Anastasia,1953,N/A,12 Jul 1953,N/A,Drama,N/A,"Guy Bolton, Marcelle Maurette","Charles Cameron, Bryan Coleman, Peter Cushing",An opportunistic Russian businessman tries to pass a mysterious impostor as the Grand Duchess Anastasia. But she is so convincing in her performance that even the biggest skeptics believe her.,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BYmYyOTAyNTMtODIzMC00ZmI0LWJiYmMtNzM5Zjc3YzliMWFlXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,11,tt0335881,episode,,,,,,,,4,28,tt0989125,
True,,The Wings of the Dove,1997,R,13 Mar 1998,102 min,"Drama, Romance",Iain Softley,"Henry James, Hossein Amini","Helena Bonham Carter, Linus Roache, Alex Jennings","An impoverished woman who has been forced to choose between a privileged life with her wealthy aunt and her journalist lover, befriends an American heiress. When she discovers the heiress is attracted to her own lover and is dying...",English,"United States, United Kingdom",Nominated for 4 Oscars. 16 wins & 32 nominations total,https://m.media-amazon.com/images/M/MV5BYjZhNzIyMzItYjliMC00NmViLWExYjMtZTk2NWY1Y2Q1NTY2XkEyXkFqcGc@._V1_SX300.jpg,73,7.1,"13,160",tt0120520,movie,N/A,"$13,692,848",N/A,N/A,7.1/10,85%,73/100,,,,
True,,Starship Troopers,1997,R,07 Nov 1997,129 min,"Action, Adventure, Sci-Fi",Paul Verhoeven,"Edward Neumeier, Robert A. Heinlein","Casper Van Dien, Denise Richards, Dina Meyer","Humans, in a fascist militaristic future, wage war with giant alien bugs.",English,United States,Nominated for 1 Oscar. 3 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BZTNiOGM1ZWUtZTZjZC00OWJmLWE2YzUtZjQ4ODZjZmVlMDU3XkEyXkFqcGc@._V1_SX300.jpg,52,7.3,"340,192",tt0120201,movie,N/A,"$54,814,377",N/A,N/A,7.3/10,72%,52/100,,,,
True,,The Wings of the Dove,1979,N/A,08 Apr 1979,81 min,Drama,John Gorrie,"Denis Constanduros, Henry James","Elizabeth Spriggs, Betsy Blair, John Castle","An impoverished woman who has been forced to choose between a privileged life with her wealthy aunt and her journalist lover, befriends an American heiress. When she discovers the heiress is attracted to her own lover and is dying...",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMDg0MTY5NzMtNjhlMC00OGMxLTgzODctZjg5NThhM2IzOGQxXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.9,62,tt0080138,episode,,,,,6.9/10,,,14,5,tt0165593,
True,,Mad City,1997,PG-13,07 Nov 1997,115 min,"Crime, Drama, Thriller",Costa-Gavras,"Tom Matthews, Eric Williams","John Travolta, Dustin Hoffman, Alan Alda","A distraught man inadvertently takes a group of children hostage in a museum while a hungry, seasoned reporter tries to resurrect his career covering the story.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BODAyZWFhOTgtMjNmMS00N2ZiLTk4NTItZTE0YTFiZmVhYjRhXkEyXkFqcGc@._V1_SX300.jpg,45,6.3,"21,644",tt0119592,movie,N/A,"$10,541,523",N/A,N/A,6.3/10,30%,45/100,,,,
True,,Eve's Bayou,1997,R,07 Nov 1997,108 min,Drama,Kasi Lemmons,Kasi Lemmons,"Samuel L. Jackson, Jurnee Smollett, Meagan Good","What did little Eve see--and how will it haunt her? Husband, father and womanizer, Louis Batiste, is the head of an affluent family, but it's the women who rule this gothic world of secrets, lies and mystic forces.","English, French",United States,12 wins & 17 nominations,https://m.media-amazon.com/images/M/MV5BMzA4NmEyOWUtYjQ4Yi00MWU1LTk1YTUtZDM2NGVjOTgzYmVkXkEyXkFqcGc@._V1_SX300.jpg,78,7.2,"11,944",tt0119080,movie,N/A,"$14,842,388",N/A,N/A,7.2/10,83%,78/100,,,,
True,,Red Corner,1997,R,31 Oct 1997,122 min,"Crime, Drama, Thriller",Jon Avnet,Robert King,"Richard Gere, Bai Ling, Bradley Whitford","An American attorney on business in China is wrongfully arrested and put on trial for murder, with a female defense lawyer from the country the only key to proving his innocence.","English, Mandarin",United States,4 wins total,https://m.media-amazon.com/images/M/MV5BMzE0MjU5NzQxNV5BMl5BanBnXkFtZTcwMzQzNzU2NA@@._V1_SX300.jpg,N/A,6.3,"19,339",tt0119994,movie,N/A,"$22,459,274",N/A,N/A,6.3/10,27%,,,,,
True,,Switchback,2022,N/A,N/A,97 min,Drama,Iwata Shunnosuke,Iwata Shinnosuke,N/A,"We follow a transformative time for 14-year-olds during a summer and winter in Obu city, Aichi Prefecture. Arham (Arham Butt) is a junior high school kid from the Brazilian community kicking around doing a whole lot of nothing. Cl...",Japanese,Japan,N/A,N/A,N/A,N/A,N/A,tt21224498,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,Switchback,1998,N/A,N/A,N/A,"Animation, Short",Kyle Clark,N/A,N/A,N/A,N/A,United States,1 win total,N/A,N/A,6.1,16,tt0209394,movie,N/A,N/A,N/A,N/A,6.1/10,,,,,,
True,,Switchback,1997,R,31 Oct 1997,118 min,"Crime, Mystery, Thriller",Jeb Stuart,Jeb Stuart,"Danny Glover, Dennis Quaid, Claudia Stedelin",An FBI agent tries to catch a serial killer who kidnapped his son.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjZlYTBjYjEtMDVmMS00NGY2LTllZmQtZWYxZDM3Y2M1YjRjXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.4,"15,496",tt0119210,movie,N/A,"$6,492,660",N/A,N/A,6.4/10,32%,,,,,
True,,Gattaca,1997,PG-13,24 Oct 1997,106 min,"Drama, Sci-Fi, Thriller",Andrew Niccol,Andrew Niccol,"Ethan Hawke, Uma Thurman, Gore Vidal","Vincent, an ""In-Valid,"" assumes the identity of a member of the genetic elite to pursue his goal of traveling into space with the Gattaca Aerospace Corporation. However, a week before his mission, a murder marks Vincent as a suspect.","English, Esperanto",United States,Nominated for 1 Oscar. 6 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BZjQxNTc3YzQtZDA5ZC00MmM5LWE3NGYtMGE0Yjk3MDYwODVlXkEyXkFqcGc@._V1_SX300.jpg,64,7.7,"341,665",tt0119177,movie,N/A,"$12,532,777",N/A,N/A,7.7/10,82%,64/100,,,,
True,,FairyTale: A True Story,1997,PG,24 Oct 1997,99 min,"Drama, Family, Fantasy",Charles Sturridge,"Albert Ash, Tom McLoughlin, Ernie Contreras","Paul McGann, Florence Hoath, Elizabeth Earl","In 1917, two children take a photograph, which is soon believed by some to be the first scientific evidence of the existence of fairies.",English,"United Kingdom, United States",Won 1 BAFTA Award1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMjE3ZWIyOGYtMDhjNS00ZTk2LTllOGYtMzE2NWFlNzljYTYzXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.5,"6,584",tt0119095,movie,N/A,"$14,059,077",N/A,N/A,6.5/10,56%,,,,,
True,,A Life Less Ordinary,1997,R,24 Oct 1997,103 min,"Comedy, Crime, Fantasy",Danny Boyle,John Hodge,"Cameron Diaz, Ewan McGregor, Holly Hunter","Upon being fired, a desperate guy kidnaps a daughter of his former boss. Two angels are sent to Earth to check if love is possible in this case.",English,"United Kingdom, United States",1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BOTJkYWE2ODYtMDUxOC00ZWY4LTk4YTQtNWIxNzMwZjRiN2YxXkEyXkFqcGc@._V1_SX300.jpg,37,6.3,"37,760",tt0119535,movie,N/A,"$4,366,722",N/A,N/A,6.3/10,41%,37/100,,,,
True,,Bean,1997,PG-13,07 Nov 1997,89 min,"Adventure, Comedy, Family",Mel Smith,"Rowan Atkinson, Richard Curtis, Robin Driscoll","Rowan Atkinson, Peter MacNicol, John Mills",The bumbling Mr. Bean travels to America when he is given the responsibility of bringing a highly valuable painting to a Los Angeles museum.,English,"United Kingdom, United States",2 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BYjJiMmNlNGItOGQyOC00ZDczLWEzODYtYmM2MTE1YTczYzA0XkEyXkFqcGc@._V1_SX300.jpg,52,6.5,"114,270",tt0118689,movie,N/A,"$45,319,423",N/A,N/A,6.5/10,41%,52/100,,,,
True,,Bean,2017,N/A,01 Apr 2017,66 min,Documentary,Emilie Bunnell,N/A,N/A,A casual right swipe on Tinder forever changes the lives of two young women who undergo a potentially life-saving transplant surgery. BEAN is an emotional medical journey that tests the belief that love truly can conquer all.,English,United States,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BYjcyZGYwN2QtN2QwZS00MDc3LTkzMWYtNTM1Mzc4NGQ1ODhhXkEyXkFqcGdeQXVyNDkwMzY5NjQ@._V1_SX300.jpg,N/A,8.1,48,tt6647576,movie,N/A,N/A,N/A,N/A,8.1/10,,,,,,
True,,Seven Years in Tibet,1997,PG-13,10 Oct 1997,136 min,"Adventure, Biography, Drama",Jean-Jacques Annaud,"Heinrich Harrer, Becky Johnston","Brad Pitt, David Thewlis, BD Wong","Heinrich Harrer, an Austrian climber and Nazi supporter, breaks out of a British POW camp in India and treks to the holy city of Lhasa where he's employed as an instructor to the young 14th Dalai Lama and soon becomes his close co...","English, German, Mandarin, Tibetan, Hindi",United States,3 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BMTE3NGU1ZDAtN2Y2MC00Y2VkLThjMDUtMTQxMWVmYTY2ZmU4XkEyXkFqcGc@._V1_SX300.jpg,55,7.1,"164,208",tt0120102,movie,N/A,"$37,957,682",N/A,N/A,7.1/10,57%,55/100,,,,
True,,Boogie Nights,1997,R,31 Oct 1997,155 min,Drama,Paul Thomas Anderson,Paul Thomas Anderson,"Mark Wahlberg, Julianne Moore, Burt Reynolds",An idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.,English,United States,Nominated for 3 Oscars. 36 wins & 64 nominations total,https://m.media-amazon.com/images/M/MV5BOTFmZmE4OTMtNDYxNi00MmZmLThlYjktMmExMzMwY2YzOTFiXkEyXkFqcGc@._V1_SX300.jpg,86,7.9,"294,236",tt0118749,movie,N/A,"$26,416,349",N/A,N/A,7.9/10,91%,86/100,,,,
True,,Most Wanted,2010,NOT RATED,01 May 2010,70 min,Action,Tamas Molnar,Tamas Molnar,"Vesna Dimovska, Attila Molnar, Lucas Molnar, Sandor Molnar",Average day... average person...at the wrong time at the wrong place...Attila came to Australia to have a better life. But things didn't work out how he planned it. How far would you go to save someone you love?,English,Australia,N/A,https://m.media-amazon.com/images/M/MV5BMTQyOTI4MDkzN15BMl5BanBnXkFtZTgwODk4NDA2MDE@._V1_SX300.jpg,N/A,N/A,N/A,tt1687251,movie,N/A,N/A,N/A,N/A,,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Most Wanted,1997,R,10 Oct 1997,99 min,"Action, Thriller",David Hogan,Keenen Ivory Wayans,"Keenen Ivory Wayans, Jon Voight, Robert Kotecki","A Marine on death row is recruited by a shadowy U.S. military officer as part of a top-secret ops team, then gets framed for murder when the team and its officer set him up as the fall guy for the assassination of the First Lady.",English,United States,1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BNmY5MzgxOWEtZGVlMC00ZGVmLWI1NjktMmM3MWVmOGZmNDQzXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.6,"6,499",tt0119709,movie,N/A,"$6,391,946",N/A,N/A,5.6/10,15%,,,,,
True,,Seven Years in Tibet,1957,N/A,17 Apr 1959,79 min,"Documentary, Drama",Hans Nieter,"Mary Beales, George Campey, Heinrich Harrer","Heinrich Harrer, Peter Aufschnaiter, The Dalai Lama","An Austrian mountain-climber ends up as a prisoner-of-war, escapes and befriends Tibet's 14th Dalai Lama.",English,United Kingdom,1 nomination,https://m.media-amazon.com/images/M/MV5BOWQ0ZGVkNjEtODRjYS00YmVjLWIxNzktZTYxNTAxZWIyN2Q0XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,N/A,6.5,78,tt0405304,movie,30 Jun 1998,N/A,N/A,N/A,6.5/10,,,,,,
True,,The House of Yes,1997,R,10 Oct 1997,85 min,"Comedy, Drama, Thriller",Mark Waters,"Wendy MacLeod, Mark Waters","Parker Posey, Josh Hamilton, Tori Spelling",A mentally unbalanced young woman - who is convinced she is Jackie Kennedy - flies into a murderous rage when her brother returns home to reveal he is engaged.,English,United States,1 win & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMjI5MjMxNzYxOF5BMl5BanBnXkFtZTgwNDQ4MzMzNzE@._V1_SX300.jpg,54,6.6,"9,133",tt0119324,movie,N/A,"$626,057",N/A,N/A,6.6/10,61%,54/100,,,,
True,,Gang Related,1997,R,08 Oct 1997,111 min,"Action, Crime, Drama",Jim Kouf,Jim Kouf,"Jim Belushi, Tupac Shakur, Lela Rochon","After murdering an undercover DEA agent, two corrupt cops scramble to cover up what they've done.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODFjZDllZWItY2NjNS00YmY0LWIxZjAtZDYxYmM1M2Y2NjQxXkEyXkFqcGc@._V1_SX300.jpg,49,6.4,"10,956",tt0118900,movie,N/A,"$5,906,773",N/A,N/A,6.4/10,52%,49/100,,,,
True,,Kiss the Girls,1997,R,03 Oct 1997,115 min,"Crime, Drama, Mystery",Gary Fleder,"James Patterson, David Klass","Morgan Freeman, Ashley Judd, Cary Elwes",Police hunting for a serial kidnapper are helped when a victim manages to escape for the first time.,"English, Mandarin",United States,5 nominations total,https://m.media-amazon.com/images/M/MV5BZGMyYzdlYTUtNjcwNi00ZDE0LWEwNDEtN2EyMGE3OWM3Zjg0XkEyXkFqcGc@._V1_SX300.jpg,46,6.6,"98,255",tt0119468,movie,N/A,"$60,527,873",N/A,N/A,6.6/10,35%,46/100,,,,
True,,The Matchmaker,1958,Approved,14 Aug 1959,103 min,"Romance, Comedy",Joseph Anthony,"Thornton Wilder, John Michael Hayes","Shirley Booth, Anthony Perkins, Shirley MacLaine",Thornton Wilder's tale of a matchmaker who desires the man she's supposed to be pairing with another woman.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BN2I1OWVhMjEtOTJkYi00MzE5LTk2YWUtNWFkYThkOGJkY2QyXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.8,"1,244",tt0051913,movie,N/A,N/A,N/A,N/A,6.8/10,,,,,,
True,,The Matchmaker,2021,N/A,25 Nov 2021,116 min,"Comedy, Drama, Family",Tamera Hill,Tamera Hill,"Trae Ireland, Shirley Murdock, Lester Barrie",A famous pro football star lost connection with his family. His mother helps bring him back to his family roots and his first love.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOWY5NWRmNzktOGI3NS00NTlmLWI3ZDItZDRjY2I2ZjMyY2QxXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.0,92,tt10990248,movie,N/A,N/A,N/A,N/A,7.0/10,,,,,,
True,,The Matchmaker,1954,N/A,29 Aug 1954,N/A,Comedy,N/A,Thornton Wilder,"Ruth Gordon, Eileen Herlie, Arthur Hill, Sam Levene",N/A,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BY2QzMTY2YzItN2ZmMi00MDY0LWI4YTgtMzRkMjBjMjJmOTUyXkEyXkFqcGdeQXVyMzMwOTE2NDY@._V1_SX300.jpg,N/A,N/A,N/A,tt13751976,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,The MatchMaker,1997,R,03 Oct 1997,97 min,"Comedy, Romance",Mark Joffe,"Greg Dinner, Karen Janszen, Louis Nowra","Janeane Garofalo, David O'Hara, Milo O'Shea","Marcy is an assistant to Senator John McGlory, who is having problems with a re-election campaign. Desperate for Irish votes, McGlory's chief of staff Nick sends Marcy to Ireland to trace McGlory's relatives or ancestors. Marcy ar...",English,"Ireland, United Kingdom, United States",N/A,https://m.media-amazon.com/images/M/MV5BM2MwNWVjMzUtMDU3MS00ZjJlLTgxOGItMDExYmUyMTRjYzkyXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.5,"6,012",tt0119632,movie,N/A,"$3,392,080",N/A,N/A,6.5/10,47%,,,,,
True,,U-Turn,2022,N/A,02 Dec 2022,86 min,Comedy,Gabriel Afolayan,"Gabriel Afolayan, Bukola Awoyemi, Abibat S. Ayinde","Adunni Ade, Muyiwa Adegoke, Toyosi Adesanya",A driver and his lone passenger embark on a long journey while hiding their true intentions from one another.,English,Nigeria,N/A,https://m.media-amazon.com/images/M/MV5BYjA4ZDJiYmQtZGU4NC00M2M1LTliNzgtMTg1NzA2NzYwZTU5XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_SX300.jpg,N/A,6.0,11,tt23837232,movie,N/A,N/A,N/A,N/A,6.0/10,,,,,,
True,,The Girl in Blue,1973,R,N/A,99 min,Drama,George Kaczender,"Douglas Bowie, George Kaczender","David Selby, Maud Adams, Gay Rowan","Scott, a smug Montreal lawyer, searches for the girl of his dreams whom he met briefly four summers previously, when she was in a sports car on a tiny ferry going to an island in the St. Lawrence. Meanwhile, his girlfriend Bonnie ...",English,Canada,1 nomination,https://m.media-amazon.com/images/M/MV5BMjIzMDU4NjY1Nl5BMl5BanBnXkFtZTcwNzAyNTY1Mw@@._V1_SX300.jpg,N/A,6.6,69,tt0070848,movie,10 Jun 1987,N/A,N/A,N/A,6.6/10,,,,,,
